ID,Type,ITGB2,HBQ1,RPL36AP37,HBM,CD37,HBA1,BBLN,LYL1,PSAP,HBA2,HBD,AHSP,FKBP8,GPX1,GUK1,CDC34,SLC25A39,HBB,SELENBP1,ACTB,LILRA2,NCF2,SELL,UQCR11,LGALS3,ICAM3,RPS27,ND1
1115,1,4675.754758305922,1141.0291456703135,1952.0297469582463,1420.8495079503268,3444.8351335612006,8133405.026527115,2946.087959341902,7449.310991682428,6212.59198119097,26368097.679453723,2062.0875899669295,1093.1842132597412,127212.42604752813,18357.100171895254,21267.797379717696,5235.395482865949,81694.49716783375,17680157.76557187,2289.307523524047,9284.81658052438,3730.45488158795,4652.557215318979,3615.9170130899133,1969.5003965202889,4675.754758305922,17361.911079290985,91392.51998281306,157106.78072858695
1116,1,17979.544877028056,1861.4865877630423,334.9437295468898,3192.576997094971,751.1517307176895,3390128.9551376905,1143.1203351077156,7221.547967869775,1733.9875064094092,6924872.395453309,7559.354962500778,3694.5590945387034,152598.9147919988,12084.880212684544,19636.315660817814,5220.1766737073185,73077.37346864831,13159355.290103965,7486.746057085332,3894.1862276295346,963.8930550334658,17297.746132299166,2435.5967369439727,710.468595273193,2746.694495446837,3473.0749760729636,11457.409876541671,71236.1628776514
1117,1,2504.995097856169,1967.8140489583463,1104.0291420870478,7448.39260155638,1731.4099923152962,5830485.402164171,1432.8527564609278,4146.504955955094,52679.66155552959,13805508.572644817,3153.3970411962455,3741.399412881323,89553.85221790809,20046.165001988484,27998.897356498703,4251.9433849742945,61909.00600727386,16275068.345029928,3520.5336510411025,3522.7534074415066,1762.4865819209554,1984.462221961378,40367.90024566207,1771.3656075225724,2523.863027259605,10316.31787087864,39447.235497673486,78510.56412589707
1118,1,35524.75448966457,1019.4490768632087,366.6387569961436,3617.559588286435,12075.268740646714,6630016.962022714,859.4384612390481,5163.229143336316,60205.768273134214,15077399.26097733,8372.662686142612,2119.728258526251,53329.723634159665,16806.31086155971,18198.32073779113,3003.9106293979016,44139.83559661123,12788900.267507806,2439.7494897745723,1944.8712971225293,8650.126026395097,26061.426581329764,37278.93546612548,824.7969877534051,3018.7569751774627,2566.7682258885966,13882.982897865315,49355.85174716376
648,0,107173.58558565837,746.2419017279087,1021.0265556141673,844.9296894564184,25867.82661739645,3101062.7172155757,1257.2553779111506,3843.416171399356,193670.05181093927,7232742.374624651,2229.6545400377217,1366.7582656647023,110995.37155700763,17015.57261477423,15694.062023839297,4532.878797995793,49981.8901336071,16629062.799900148,3156.657319809179,410247.86440017103,19116.067822762885,71958.26801661798,112295.88733501895,2389.353010782501,5199.359337039016,50952.63999297985,55447.652422012965,58822.62605470266
649,0,120456.85727719846,743.7279217591605,1154.9200268558152,1386.2758961878578,26112.193190189217,3200107.335660543,1489.8094128909765,4317.623014136645,228724.57877341373,8150308.110113748,1276.0111710789445,1106.1776051481183,188074.90535359303,13000.199322494038,18113.069891957275,4357.63369347179,84348.38419406983,10158515.760364212,3220.859686479149,425720.68883405766,15041.238218154676,69895.12644443882,127430.48332837691,1787.571242072496,4840.115414866182,51962.1046094897,61356.376760444415,73644.82140110682
650,0,93998.5067622376,751.0020056629845,447.94976501901874,1259.7915324003118,23122.03320122358,2563959.715986852,1102.1384396084638,3726.3458296254958,152007.67885996526,6832671.970724085,2907.094366882986,1265.5243721381971,140579.26284249077,17023.782258445386,14134.3163737564,4430.051907450926,50474.98812160263,19716139.66943669,3802.305956152477,311857.8824813577,14737.6547598708,71750.78894943892,135253.45472599525,1245.774739241182,4365.557460399716,62118.18497985701,27732.612232020514,73665.81539968084
651,0,134127.43061204918,413.5289889656832,1458.3789010856428,501.8104585201549,33763.34095897039,3246830.1052373513,1502.3337801375008,4054.7524086597705,230812.676549022,6987442.414105483,1159.337038952706,599.3847143435183,128471.22136971707,17778.757345941216,13908.203449107998,4256.096111152425,35068.884501887,10284441.887260105,1898.8259942768825,472449.5595680949,26150.922767150983,87013.00422876797,140626.1858094275,2242.02407916417,5143.557199831588,76490.47257695954,59921.32624368573,40954.517149220934
652,0,104433.95935267124,658.835115780196,490.80988180788626,1430.9771403612372,17908.85714720776,3495935.500594978,830.0685903163048,3484.505723459703,178373.082901897,6961532.77081181,2715.5783049991355,1646.7695116167797,108595.12375059891,16964.22126786912,20141.894428518804,4098.145386853045,63933.12410971327,10678934.868053934,4567.286913741938,365370.47024271695,14799.556430795712,55192.55914369265,100233.96505903092,1232.225364322541,5019.877993277899,38328.92640238931,22407.905293402226,32937.790047201765
653,0,58135.94730722909,409.0662959005982,489.85111156842544,820.443700817584,16162.729350561323,2662050.0423045857,648.2660790967108,2098.486986879905,134338.98935006795,5139799.864098099,2941.6720004187428,1635.1096290941991,128788.86104721321,12087.735710686447,16150.029806516275,3445.863543433853,64811.585701064556,15804199.289745007,5106.395371708315,288380.4488423767,13875.598090218784,62425.3656416444,132588.32427015435,1446.5346889020561,5606.750473756222,32646.72596549068,31313.239174125225,46956.58143988869
655,0,98855.60189755021,753.6723904870715,809.2692317536037,804.9403961220656,27179.39032899831,2519878.825602503,911.3871739467721,2883.1870107949053,252757.36705534716,5571588.847099132,4167.40148962562,1767.0165118901266,130781.52501427072,12275.14842288258,12686.428359032154,3995.3023943539806,71072.99288530184,11383557.551581616,3979.0819329711685,380779.01097869745,21652.987895778842,75440.35211262408,172940.53170587303,1215.7844073719755,3830.0868573816724,67120.26920207773,20916.284953136597,73809.63816529138
656,0,28991.111376272613,1076.2163661873099,3602.552739882678,456.68611852938193,204228.2199598375,798828.0612190131,2558.892060966219,4134.338353459113,85552.53287117087,2289703.913465155,2199.245701802657,910.9559083892962,66127.6666973206,16304.056880799353,13031.260514438924,3078.4027249017595,27514.734559227894,8042993.638906032,1776.0015720587073,382903.52260718786,6454.593795028709,34512.42238600615,229142.86405428473,3879.4881686903627,2123.952900462046,40857.701472028144,256462.28676715956,162672.92440093405
657,0,119816.1380949538,553.006808043734,785.2245853453595,673.2256793575892,32565.924749262183,2888559.4865059364,1622.9547627370455,4320.365687841672,203682.32545939062,6314548.255504165,1602.1268432819202,1057.926067561926,131551.0026710775,17746.634646556737,18088.43192506094,4933.481931542334,57332.39475693647,12224592.468132462,3916.1297330488337,402246.34749995277,25455.113757277875,89878.633666021,152919.90704711527,1753.1518003699507,5809.576956242054,78505.9284397303,35221.123823176735,71522.21884944256
658,0,117019.88298042568,335.89395007617946,947.0991123935551,790.1339551014792,32152.77832352529,2123123.4571373556,1226.970128516614,3298.026090126218,237395.2246952911,4348649.701970056,3982.8668639862008,1505.43143427925,119898.47672874693,15681.774683833772,13870.853793301298,3581.7085453719037,53645.5705551718,12496207.802614534,4317.890622481872,471175.67356515105,19601.552658233126,80108.09651842728,138231.67294689445,1755.3504562012158,5599.14330179059,50852.255581740355,55187.463016674345,63022.19810411703
659,0,100773.79064522531,559.1375494613441,747.5131404039073,1765.5843388760134,21794.622540453733,3234657.0137713836,1531.1766739095267,6118.255108528938,186214.30926099146,7683267.077269278,1630.1762780997303,778.4915111731021,175602.52373092607,17241.53321725446,14882.736196335505,3804.2858653735293,57319.12567141513,8609246.149310773,2422.5709594930927,384052.0774266372,14693.392867326567,54938.49002813164,94827.57785960755,1655.541768083948,4403.208202008084,42263.27188765025,54124.29973495447,52420.66138497166
